Distribuidor ;Area;Articulo;Descripcion;Cantidad;Capacidad;Linea;Rubro
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300062698;Doritos Dinamita Fh 33gx110x1;5897;194601,00;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300059433;Cheetos Queso 43gx70x1;4338;186534,00;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300059801;Lays Ondas Fh 30gx72;4101;123,03;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300061011;Cheetos Queso Crema 43gx66;2575;110725,00;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300058721;Pep Ramitas Queso 84gx36;795;66,78;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052820;Pep Comun 84grx36;452;37968,00;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300059431;Lays Jamon Serrano 34gx72;392;13328,00;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300050336;Cheetos 23grx108;326;7498,00;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300058740;Pep Ramitas Queso 40gx60;272;10,88;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300059430;Lays Qso Y Cebolla 34gx72;174;5916,00;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300062045;Lays Provoleta 34gx72x1;160;5,44;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300033488;Pep Comun 40gx60 Pi;0;4,68;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300051988;Lays Clasicas 20grx76;0;1,60;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052023;3d Mega Queso Pc Dts 23grx120;80;1,84;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300062122;Lays Mostaza 34gx72x1;75;2,55;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060354;Lays Ketchup 34gx72x1;62;2108,00;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300033489;Pep Rueditas 40gx60 Pi;38;1,52;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300059867;Doritos Dinamita Fh 33gx40x1 Ex Arg;15;495,00;Platinum ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052667;Pehuamar Acanalada 80gx25;3718;297,44;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060190;Doritos Queso 129gx19;3717;479493,00;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060193;Lays Clasicas 134gx19x1;3611;483874,00;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052656;Pehuamar Paliqueso 90gx36;3544;318,96;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060094;Pehuamar Paliqueso 165gx21x1;3284940;554,07;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060198;Pehuamar Papa Lisa 75gx28x1;1942;145,65;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060092;Pehuamar Palisal 165gx21x1;1425;235125,00;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052758;Pehuamar Maicitos 125gx16;1295;161875,00;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300052790;Pehuamar Palisal 90gx36;1267;114,03;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300058397;3d Queso 143gx18x1;1261;180323,00;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060662;Cheetos Queso 140gx18x1;1101;154,14;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060231;Lays Clasicas 330gx9;793;261,69;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300061022;Mani Pelado 320gx17x1;345;110,40;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060191;Doritos Queso 200gx14;231;46,20;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060196;Pehuamar Papa Lisa 135gx19x1;212;28,62;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060080;Lays Jamon Serrano 122gx19;197;24034,00;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060199;Tostitos 129gx19;90;11,61;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060200;Tostitos 200gx14;69;13,80;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300060194;Lays Clasicas 230gx14x1;62;14,26;Silver ;Salty
DISTRIBUIDORA AMANECER S.R.L.;Costa y La Pampa;300054910;Doritos Queso 220gx14;45;9,90;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300030737;Quaker Barra Frutilla Con Crema 180gx20;872;26,16;Silver ;Cereals
DISTRIBUIDORA POSITANO SRL;GBA Norte;300058444;Quak3r Av3na Instant 18x280g Arg;872;244,16;Silver ;Cereals
DISTRIBUIDORA POSITANO SRL;GBA Norte;300030736;Quak3r Barra Chispas D3 Ch0c0 156gx20;526;13676,00;Silver ;Cereals
DISTRIBUIDORA POSITANO SRL;GBA Norte;300051955;Quaker Avena Tradic 18x280g;394;110,32;Silver ;Cereals
DISTRIBUIDORA POSITANO SRL;GBA Norte;300030738;Quaker Barras Mousse De Choco 156gx20;370;9,62;Silver ;Cereals
DISTRIBUIDORA POSITANO SRL;GBA Norte;300058445;Quaker Avena Instant 18x500g Arg;298;149,00;Silver ;Cereals
DISTRIBUIDORA POSITANO SRL;GBA Norte;300051958;Quaker Avena Extra Fina 18x470g;287;134,89;Silver ;Cereals
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052628;Quaker Cereales Honey Graham 9x190g;116;22,04;Silver ;Cereals
DISTRIBUIDORA POSITANO SRL;GBA Norte;300058446;Quaker Avena Tradic 18x550g Arg;105;57,75;Silver ;Cereals
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052629;Quaker Cereales Honey Nut Oats 9x190g;78;14,82;Silver ;Cereals
DISTRIBUIDORA POSITANO SRL;GBA Norte;300063098;Twistos Minit Jamon 95gx30x1;8811;837045,00;Gold ;Crakers
DISTRIBUIDORA POSITANO SRL;GBA Norte;300063097;Twistos Minit Queso 95gx30x1;2878;273,41;Gold ;Crakers
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052695;Twistos Minit Queso 100gx30;1965;196,50;Gold ;Crakers
DISTRIBUIDORA POSITANO SRL;GBA Norte;300063264;Twistos Minit Jamon 40gx112x1;6864;274,56;Platinum ;Crakers
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052698;Twistos Minit Jamon 40gx84;6194;247,76;Platinum ;Crakers
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052696;Twistos Minit Queso 40gx84;3803;152,12;Platinum ;Crakers
DISTRIBUIDORA POSITANO SRL;GBA Norte;300063263;Twistos Minit Queso 40gx112x1;2386;95,44;Platinum ;Crakers
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052697;Twistos Minit Jamon 155gx20;1435;222425,00;Silver ;Crakers
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052694;Twistos Minit Queso 155gx20;812;125,86;Silver ;Crakers
DISTRIBUIDORA POSITANO SRL;GBA Norte;300062972;P3huamarámaicit0sá265gx10x1;7974;2113,11;Bronze ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060095;Pehuamar Papa Lisa 485gx9;4771;2313935,00;Bronze ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060096;Pehuamar Acanalada 485x9;2360;1144,60;Bronze ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060091;Pehuamar Palisal 620gx6x1;557;345,34;Bronze ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300062973;Pehuamaráacanaladaá230gx14x1;205;47,15;Bronze ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060093;Pehuamar Paliqueso 620gx6x1;187;115,94;Bronze ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060197;Pehuamar Papa Lisa 230gx14x1;171;39,33;Bronze ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060234;Pehuamar Maicitos 260gx10x1;4;1,04;Bronze ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060192;Doritos Queso 77gx26;26226;2019402,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060195;Lays Clasicas 85gx25x1;21909;1862265,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300062697;Doritos Dinamita Fh 70gx44x1;14327;1002,89;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060661;3d Queso 85gx27x1;11766;1000,11;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060664;Ch33t0s Qu3s0 85gx24x1;11511;978435,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060230;Lays Jamon Serrano 77gx28;8987;691999,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060098;Lays Queso Y Cebolla 77gx28;6618;509586,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300059811;Lays Ondas Fh 70gx28;6528;456,96;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052756;Pep Rueditas 120grx21;5866;703,92;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060099;Lays Ketchup 77gx28x1;3266;251482,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300062584;Lays Provoleta 77gx28x1;3264;251328,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300063271;Maniásaláp3lad0á75gx64x1;3065;229875,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300061010;Cheetos Queso Crema 85gx24;2884;245,14;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052821;Pep Comun 120grx21;2505;300,60;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300062585;Lays Mostaza 77gx28;0;171479,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300061021;Maniax Japones Jamon 95gx40x1;1479;140505,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060201;Tostitos 77gx26;1454;111958,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300061023;Mani Pelado 135gx40x1;1338;180,63;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300061020;Maniax Japones Sal 95gx40x1;978;92,91;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052622;Mani Pelado 85gx58;846;71,91;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300058720;Pep Ramitas Queso 120gx21;787;94,44;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300061030;Mani Sal Con Piel 75gx64x1;681;51075,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300053043;Maniax Aji Y Limon 110gx56;478;52,58;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052643;Mani Con Piel 150gx30;398;59,70;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060869;Maniax Sal Y Limon 95gx60x1;321;30495,00;Gold ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300059545;Doritos Queso 40gx70x1;3284940;1773,40;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300059432;Lays Clasicas 40gx68x1;30688;1227,52;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300058395;3d Queso 43gx75x1;19170;824,31;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300059433;Cheetos Queso 43gx70x1;18665;802595,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300033489;Pep Rueditas 40gx60 Pi;18424;736,96;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300062698;Doritos Dinamita Fh 33gx110x1;15826;522258,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300051988;Lays Clasicas 20grx76;9886;197,72;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052757;Pep Rueditas 74grx36;9593;709882,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300033488;Pep Comun 40gx60 Pi;6947;277,88;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300059801;Lays Ondas Fh 30gx72;6517;195,51;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052820;Pep Comun 84grx36;3284940;376152,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300050336;Cheetos 23grx108;4146;95358,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300061011;Cheetos Queso Crema 43gx66;4125;177375,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052023;3d Mega Queso Pc Dts 23grx120;3949;90827,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300059431;Lays Jamon Serrano 34gx72;1737;59058,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300058721;Pep Ramitas Queso 84gx36;1242;104328,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300062045;Lays Provoleta 34gx72x1;1111;37774,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300058740;Pep Ramitas Queso 40gx60;1090;43,60;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300059430;Lays Qs0 Y C3b0lla 34gx72;919;31246,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060354;Lays Ketchup 34gx72x1;734;24956,00;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300062122;Lays Mostaza 34gx72x1;700;23,80;Platinum ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060190;Doritos Queso 129gx19;6855;884295,00;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060193;Lays Clasicas 134gx19x1;5347;716498,00;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052758;P3huamar Maicit0s 125gx16;3198;399,75;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060662;Cheetos Queso 140gx18x1;2665;373,10;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300058397;3d Queso 143gx18x1;2646;378378,00;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052656;Pehuamar Paliqueso 90gx36;1955;175,95;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052790;Pehuamar Palisal 90gx36;1571;141,39;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300052667;Pehuamar Acanalada 80gx25;1196;95,68;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060094;Pehuamar Paliqueso 165gx21x1;1160;191,40;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060080;Lays Jamon Serrano 122gx19;884;107848,00;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060198;Pehuamar Papa Lisa 75gx28x1;837;62775,00;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300054910;Doritos Queso 220gx14;831;182,82;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060092;Pehuamar Palisal 165gx21x1;800;132,00;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060097;Pehuamar Papa Acana 135gx19;699;94365,00;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060194;Lays Clasicas 230gx14x1;687;158,01;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060196;Pehuamar Papa Lisa 135gx19x1;601;81135,00;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060199;Tostitos 129gx19;583;75207,00;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300061022;Mani Pelado 320gx17x1;0;125,44;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060663;Cheetos Queso 229gx12x1;282;64578,00;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060231;Lays Clasicas 330gx9;202;66,66;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060200;Tostitos 200gx14;141;28,20;Silver ;Salty
DISTRIBUIDORA POSITANO SRL;GBA Norte;300060191;Doritos Queso 200gx14;56;11,20;Silver ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300058444;Quaker Avena Instant 18x280g Arg;308;86,24;Silver ;Cereals
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300030737;Quaker Barra Frutilla Con Crema 180gx20;216;6,48;Silver ;Cereals
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300058445;Quaker Avena Instant 18x500g Arg;162;81,00;Silver ;Cereals
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300051955;Quaker Avena Tradic 18x280g;134;37,52;Silver ;Cereals
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300051958;Quaker Avena Extra Fina 18x470g;119;55,93;Silver ;Cereals
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300030736;Quaker Barra Chispas De Choco 156gx20;84;2184,00;Silver ;Cereals
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300058446;Quaker Avena Tradic 18x550g Arg;56;30,80;Silver ;Cereals
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300030738;Quak3r Barras M0uss3 D3 Ch0c0 156gx20;12;312,00;Silver ;Cereals
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052628;Quaker Cereales Honey Graham 9x190g;7;1,33;Silver ;Cereals
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052629;Quaker Cereales Honey Nut Oats 9x190g;0;0,95;Silver ;Cereals
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300063098;Twistos Minit Jamon 95gx30x1;3995;379525,00;Gold ;Crakers
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300063097;Twistos Minit Queso 95gx30x1;1567;148865,00;Gold ;Crakers
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052867;Twistos Minit Jamon 100gx30;1187;118,70;Gold ;Crakers
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052695;Twistos Minit Queso 100gx30;825;82,50;Gold ;Crakers
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300063264;Twistos Minit Jamon 40gx112x1;4413;176,52;Platinum ;Crakers
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052698;Twistos Minit Jamon 40gx84;3274;130,96;Platinum ;Crakers
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052696;Twistos Minit Queso 40gx84;3284940;66,24;Platinum ;Crakers
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300063263;Twistos Minit Queso 40gx112x1;928;37,12;Platinum ;Crakers
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052697;Twistos Minit Jamon 155gx20;414;64,17;Silver ;Crakers
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052694;Twistos Minit Queso 155gx20;377;58435,00;Silver ;Crakers
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300062973;Pehuamaráacanaladaá230gx14x1;80;18,40;Bronze ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060095;Pehuamar Papa Lisa 485gx9;25;12125,00;Bronze ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060197;Pehuamar Papa Lisa 230gx14x1;24;5,52;Bronze ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060096;Pehuamar Acanalada 485x9;18;8,73;Bronze ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060192;Doritos Queso 77gx26;11478;883806,00;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060195;Lays Clasicas 85gx25x1;9841;836485,00;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300062697;Doritos Dinamita Fh 70gx44x1;6585;460,95;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060230;Lays Jamon Serrano 77gx28;4839;372603,00;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060661;3d Queso 85gx27x1;3682;312,97;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300059811;Lays Ondas Fh 70gx28;3404;238,28;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060664;Cheetos Queso 85gx24x1;3076;261,46;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060098;Lays Queso Y Cebolla 77gx28;2773;213521,00;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060099;Lays Ketchup 77gx28x1;2073;159621,00;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300062584;Lays Provoleta 77gx28x1;1068;82236,00;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300062585;Lays Mostaza 77gx28;925;71225,00;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300061010;Cheetos Queso Crema 85gx24;840;71,40;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060201;Tostitos 77gx26;484;37268,00;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052622;Mani Pelado 85gx58;477;40545,00;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300053043;Maniax Aji Y Limon 110gx56;182;20,02;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052756;Pep Rueditas 120grx21;179;21,48;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300061021;Maniax Japones Jamon 95gx40x1;104;9,88;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300061020;Maniax Japones Sal 95gx40x1;102;9,69;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300058720;Pep Ramitas Queso 120gx21;77;9,24;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300061023;Mani Pelado 135gx40x1;66;8,91;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060869;Maniax Sal Y Limon 95gx60x1;59;5605,00;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300063271;Maniásalápeladoá75gx64x1;30;2,25;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300058394;3d Queso 92gx27x1;5;0,46;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300059753;Doritos Dinamita Fh 70gx64x1 Ex Arg;3;0,21;Gold ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300059545;Doritos Queso 40gx70x1;15988;639,52;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300059432;Lays Clasicas 40gx68x1;12905;516,20;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300062698;Doritos Dinamita Fh 33gx110x1;3284940;311256,00;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300058395;3d Queso 43gx75x1;4341;186663,00;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300059433;Cheetos Queso 43gx70x1;3632;156176,00;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300033489;P3p Ru3ditas 40gx60 Pi;3533;141,32;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300059801;Lays Ondas Fh 30gx72;3402;102,06;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052023;3d Mega Queso Pc Dts 23grx120;930;21,39;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300061011;Cheetos Queso Crema 43gx66;825;35475,00;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300051988;Lays Clasicas 20grx76;766;15,32;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300050336;Cheetos 23grx108;737;16951,00;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300058740;Pep Ramitas Queso 40gx60;666;26,64;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300059431;Lays Jamon Serrano 34gx72;614;20876,00;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052757;Pep Rueditas 74grx36;559;41366,00;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300033488;Pep Comun 40gx60 Pi;320;12,80;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060354;Lays Ketchup 34gx72x1;303;10302,00;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300058721;Pep Ramitas Queso 84gx36;257;21588,00;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300059430;Lays Qso Y Cebolla 34gx72;217;7378,00;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300052820;Pep Comun 84grx36;185;15,54;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300059547;Doritos Queso 40gx58x1 Ch;35;1,40;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300062122;Lays Mostaza 34gx72x1;23;782,00;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300062045;Lays Provoleta 34gx72x1;3;102,00;Platinum ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060190;Doritos Queso 129gx19;4168;537672,00;Silver ;Salty
DISTRIBUIDORA J.F.T. S.R.L.;Centro y Cuyo;300060193;Lays Clasicas 134gx19x1;3638;487492,00;Silver ;Salty
