"Distribuidor ","Area","Articulo","Descripcion","Cantidad","Capacidad","Linea","Rubro"
"CHABS S. R. L.","Centro y Cuyo","300061021","Maniax Japones Jamon 95gx40x1","212","20.14","Gold/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300061023","Mani Pelado 135gx40x1","199","26865","Gold/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300061020","Maniax Japones Sal 95gx40x1","167","15865","Gold/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300052821","Pep Comun 120grx21","91","10.92","Gold/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300053043","Maniax Aji Y Limon 110gx56","","9.02","Gold/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300059545","Doritos Queso 40gx70x1","5048","201.92","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300059432","Lays Clasicas 40gx68x1 (Procedencia: SB)","4770","190.8","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300052757","Pep Rueditas 74grx36","2112","156288","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300058395","3d Queso 43gx75x1","1585","68155","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300059801","Lays Ondas Fh 30gx72 (Procedencia: FH-O)","1458","43.74","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300062698","Doritos Dinamita Fh 33gx110x1 (Procedencia: FH-D)","1128","37224","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300059433","Cheetos Queso 43gx70x1","705","30315","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300051988","Lays Clasicas 20grx76 (Procedencia: PC)","638","12.76","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300052023","3d Mega Queso Pc Dts 23grx120","559","12857","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300061011","Cheetos Queso Crema 43gx66","530","22.79","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300050336","Cheetos 23grx108","440","10.12","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300052820","Pep Comun 84grx36","326","27384","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300058721","Pep Ramitas Queso 84gx36","99","8316","Platinum/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300060193","Lays Clasicas 134gx19x1","3841","514694","Silver/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300060190","Doritos Queso 129gx19","3212","414348","Silver/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300058397","3d Queso 143gx18x1","761","108823","Silver/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300052667","Pehuamar Acanalada 80gx25","370","29.6","Silver/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300060194","Lays Clasicas 230gx14x1","170","39.1","Silver/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300060094","Pehuamar Paliqueso 165gx21x1","169","27885","Silver/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300060198","Pehuamar Papa Lisa 75gx28x1","144","10.8","Silver/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300060191","Doritos Queso 200gx14","141","28.2","Silver/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300052656","Pehuamar Paliqueso 90gx36","112","10.08","Silver/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300060662","Cheetos Queso 140gx18x1","87","12.18","Silver/Salty","Salty"
"CHABS S. R. L.","Centro y Cuyo","300054910","Doritos Queso 220gx14","45","9.9","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300030737","Quaker Barra Frutilla Con Crema 180gx20","444","13.32","Silver/Cereals","Cereals"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300058445","Quaker Avena Instant 18x500g Arg","426","213","Silver/Cereals","Cereals"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300051958","Quaker Avena Extra Fina 18x470g","300","141","Silver/Cereals","Cereals"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300058444","Quaker Avena Instant 18x280g Arg","287","80.36","Silver/Cereals","Cereals"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300051955","Quaker Avena Tradic 18x280g","122","34.16","Silver/Cereals","Cereals"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300058446","Quaker Avena Tradic 18x550g Arg","122","67.1","Silver/Cereals","Cereals"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300030737","Quak3r Barra Frutilla Con Crema 180gx20","451","13.53","Silver/Cereals","Cereals"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300058444","Quaker Avena Instant 18x280g Arg","349","97.72","Silver/Cereals","Cereals"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300051955","Quaker Avena Tradic 18x280g","341","95.48","Silver/Cereals","Cereals"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300058446","Quaker Avena Tradic 18x550g Arg","255","140.25","Silver/Cereals","Cereals"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300058445","Quaker Avena Instant 18x500g Arg","126","63","Silver/Cereals","Cereals"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300051958","Quaker Avena Extra Fina 18x470g","96","45.12","Silver/Cereals","Cereals"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300063097","Twistos Minit Queso 95gx30x1","1539","146205","Gold/Crakers","Crakers"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052867","Twistos Minit Jamon 100gx30","75","7.5","Gold/Crakers","Crakers"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300063264","Twistos Minit Jamon 40gx112x1","","22.24","Platinum/Crakers","Crakers"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300063263","Twistos Minit Queso 40gx112x1","355","14.2","Platinum/Crakers","Crakers"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052698","Twistos Minit Jamon 40gx84","317","12.68","Platinum/Crakers","Crakers"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052696","Twistos Minit Queso 40gx84","262","10.48","Platinum/Crakers","Crakers"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052697","Twistos Minit Jamon 155gx20","181","28055","Silver/Crakers","Crakers"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052694","Twistos Minit Queso 155gx20","56","8.68","Silver/Crakers","Crakers"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060195","Lays Clasicas 85gx25x1","7171","609535","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060192","Doritos Queso 77gx26","4075","313775","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060664","Cheetos Queso 85gx24x1","2539","215815","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060661","3d Queso 85gx27x1","2400","204","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300062697","Doritos Dinamita Fh 70gx44x1","3284940","122.36","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300063271","Mani sal pelado 75gx64x1","1473","110475","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060230","Lays Jamon Serrano 77gx28","1245","95865","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300059811","Lays Ondas Fh 70gx28","","64.33","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300061023","Mani Pelado 135gx40x1","405","54675","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060099","Lays Ketchup 77gx28x1","364","28028","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300062584","Lays Provoleta 77gx28x1","359","27643","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060098","Lays Queso Y Cebolla 77gx28","283","21791","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300061030","Mani Sal Con Piel 75gx64x1","240","18","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300062585","Lays Mostaza 77gx28","220","16.94","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300061010","Cheetos Queso Crema 85gx24","219","18615","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300058720","Pep Ramitas Queso 120gx21","210","25.2","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052643","Mani Con Piel 150gx30","196","29.4","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060201","Tostitos 77gx26","","10.78","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052641","Mani Pelado 150gx30","109","16.35","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300058394","3d Queso 92gx27x1","36","3312","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300047496","Maniax Mani Japones Jamon 110gx36","","3.19","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300061021","Maniax Japones Jamon 95gx40x1","28","2.66","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052821","Pep Comun 120grx21","20","2.4","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060352","Lays Mayonesa 77gx28x1","14","1078","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300053042","Maniax Sal Y Limon 110gx56","3","0.33","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300053043","Maniax Aji Y Limon 110gx56","2","0.22","Gold/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300059432","Lays Clasicas 40gx68x1","6185","247.4","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300059545","Doritos Queso 40gx70x1","4236","169.64","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300059433","Cheetos Queso 43gx70x1","3269","140567","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300058395","3d Queso 43gx75x1","3210","138.03","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300051988","Lays Clasicas 20grx76","2515","50.3","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052757","Pep Rueditas 74grx36","3284940","165242","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300062698","Doritos Dinamita Fh 33gx110x1","952","31416","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300059801","Lays Ondas Fh 30gx72","694","20.82","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300058721","Pep Ramitas Queso 84gx36","560","47.04","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052820","Pep Comun 84grx36","516","43344","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300061011","Cheetos Queso Crema 43gx66","279","11997","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300059430","Lays Queso Y Cebolla 34gx72","163","5542","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300059431","Lays Jamon Serrano 34gx72","110","3.74","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060354","Lays Ketchup 34gx72x1","84","2856","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300062045","Lays Provoleta 34gx72x1","77","2618","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300062122","Lays Mostaza 34gx72x1","49","1666","Platinum/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052758","Pehuamar Maicitos 125gx16","3007","375875","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060193","Lays Clasicas 134gx19x1","1618","216812","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060190","Doritos Queso 129gx19","944","121776","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300058397","3d Queso 143gx18x1","554","79222","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060662","Cheetos Queso 140gx18x1","475","66.5","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052790","Pehuamar Palisal 90gx36","362","32.58","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060198","Pehuamar Papa Lisa 75gx28x1","298","22.35","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300060194","Lays Clasicas 230gx14x1","143","32.89","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052656","Pehuamar Paliqueso 90gx36","78","7.02","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052667","Pehuamar Acanalada 80gx25","74","5.92","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300054910","Doritos Queso 220gx14","38","8.36","Silver/Salty","Salty"
"MARCELINA DISTRIBUIDORA S.A.","NEA y Litoral","300052776","Lays Clasicas 249grx14","3","0.747","Silver/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300058444","Quaker Avena Instant 18x280g Arg","871","243.88","Silver/Cereals","Cereals"
"ELECTRON SRL","Costa y La Pampa","300051955","Quaker Avena Tradic 18x280g","427","119.56","Silver/Cereals","Cereals"
"ELECTRON SRL","Costa y La Pampa","300051958","Quaker Avena Extra Fina 18x470g","309","145.23","Silver/Cereals","Cereals"
"ELECTRON SRL","Costa y La Pampa","300030737","Quaker Barra Frutilla Con Crema 180gx20","234","7.02","Silver/Cereals","Cereals"
"ELECTRON SRL","Costa y La Pampa","300030736","Quaker Barra Chispas De Choco 156gx20","88","2288","Silver/Cereals","Cereals"
"ELECTRON SRL","Costa y La Pampa","300030738","Quaker Barras Mousse De Choco 156gx20","34","0.884","Silver/Cereals","Cereals"
"ELECTRON SRL","Costa y La Pampa","300052628","Quaker Cereales Honey Graham 9x190g","16","3.04","Silver/Cereals","Cereals"
"ELECTRON SRL","Costa y La Pampa","300052629","Quaker Cereales Honey Nut Oats 9x190g","13","2.47","Silver/Cereals","Cereals"
"ELECTRON SRL","Costa y La Pampa","300058446","Quaker Avena Tradic 18x550g Arg","11","6.05","Silver/Cereals","Cereals"
"ELECTRON SRL","Costa y La Pampa","300058445","Quaker Avena Instant 18x500g Arg","9","4.5","Silver/Cereals","Cereals"
"ELECTRON SRL","Costa y La Pampa","300063097","Twistos Minit Queso 95gx30x1","3974","377.53","Gold/Crakers","Crakers"
"ELECTRON SRL","Costa y La Pampa","300063098","Twistos Minit Jamon 95gx30x1","3885","369075","Gold/Crakers","Crakers"
"ELECTRON SRL","Costa y La Pampa","300052867","Twistos Minit Jamon 100gx30","70","7","Gold/Crakers","Crakers"
"ELECTRON SRL","Costa y La Pampa","300052695","Twistos Minit Queso 100gx30","67","6.7","Gold/Crakers","Crakers"
"ELECTRON SRL","Costa y La Pampa","300063264","Twistos Minit Jamon 40gx112x1","","19.44","Platinum/Crakers","Crakers"
"ELECTRON SRL","Costa y La Pampa","300063263","Twistos Minit Queso 40gx112x1","","18.96","Platinum/Crakers","Crakers"
"ELECTRON SRL","Costa y La Pampa","300052696","Twistos Minit Queso 40gx84","98","3.92","Platinum/Crakers","Crakers"
"ELECTRON SRL","Costa y La Pampa","300052698","Twistos Minit Jamon 40gx84","20","0.8","Platinum/Crakers","Crakers"
"ELECTRON SRL","Costa y La Pampa","300052697","Twistos Minit Jamon 155gx20","459","71145","Silver/Crakers","Crakers"
"ELECTRON SRL","Costa y La Pampa","300052694","Twist0s Minit Qu3s0 155gx20","364","56.42","Silver/Crakers","Crakers"
"ELECTRON SRL","Costa y La Pampa","300062972","Pehuamar maicitos 265gx10x1","2372","628.58","Bronze/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060095","Pehuamar Papa Lisa 485gx9","834","404.49","Bronze/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060096","Pehuamar Acanalada 485x9","389","188665","Bronze/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060091","Pehuamar Palisal 620gx6x1","47","29.14","Bronze/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060234","Pehuamar Maicitos 260gx10x1","13","3.38","Bronze/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060093","Pehuamar Paliqueso 620gx6x1","10","6.2","Bronze/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300052665","Pehuamar Acanalada 245gx14","","0.735","Bronze/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060192","Doritos Queso 77gx26","10985","845845","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060195","Lays Clasicas 85gx25x1","10308","876.18","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060661","3d Queso 85gx27x1","6570","558.45","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060664","Cheetos Queso 85gx24x1","6196","526.66","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060098","Lays Queso Y Cebolla 77gx28","4224","325248","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060230","Lays Jamon Serrano 77gx28","3777","290829","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300059811","Lays Ondas Fh 70gx28","3007","210.49","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300062697","Doritos Dinamita Fh 70gx44x1","2652","185.64","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060099","Lays Ketchup 77gx28x1","2379","183183","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300061010","Cheetos Queso Crema 85gx24","1791","152235","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300052756","Pep Rueditas 120grx21","1542","185.04","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300062584","Lays Provoleta 77gx28x1","1321","101717","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300062585","Lays Mostaza 77gx28","","84931","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300052622","Mani Pelado 85gx58","963","81855","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300061030","Mani Sal Con Piel 75gx64x1","803","60225","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300061023","Mani Pelado 135gx40x1","708","95.58","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300063271","Mani sal pelado 75gx64x1","688","51.6","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300052821","Pep Comun 120grx21","","32.64","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300061020","Maniax Japones Sal 95gx40x1","","17.86","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300061021","Maniax Japones Jamon 95gx40x1","184","17.48","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300058720","Pep Ramitas Queso 120gx21","107","12.84","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060459","Doritos Queso 77gx17 Exp Arg","96","7392","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060201","Tostitos 77gx26","28","2156","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300059753","Doritos Dinamita Fh 70gx64x1 Ex Arg","17","1.19","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300052640","Mani Pelado 110gx40","7","0.77","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300052641","Mani Pelado 150gx30","4","0.6","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300052892","Cheetos Queso 94x24","4","0.376","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300060232","Lays Cheddar 77gx28","","0.308","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300052643","Mani Con Piel 150gx30","3","0.45","Gold/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300059545","Doritos Queso 40gx70x1","5426","217.04","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300059432","Lays Clasicas 40gx68x1","4895","195.8","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300059433","Cheetos Queso 43gx70x1","3990","171.57","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300058395","3d Queso 43gx75x1","1797","77271","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300062698","Doritos Dinamita Fh 33gx110x1","1343","44319","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300061011","Cheetos Queso Crema 43gx66","","55.9","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300052757","Pep Rueditas 74grx36","873","64602","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300058721","Pep Ramitas Queso 84gx36","565","47.46","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300052820","Pep Comun 84grx36","498","41832","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300062045","Lays Provoleta 34gx72x1","247","8398","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300050336","Cheetos 23grx108","108","2484","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300033488","Pep Comun 40gx60 Pi","100","4","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300058740","Pep Ramitas Queso 40gx60","85","3.4","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300052023","3d Mega Queso Pc Dts 23grx120","79","1817","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300059801","Lays Ondas Fh 30gx72","75","2.25","Platinum/Salty","Salty"
"ELECTRON SRL","Costa y La Pampa","300059547","Doritos Queso 40gx58x1 Ch","","1.8","Platinum/Salty","Salty"
